-52927 -0.00011849
-52027 0.0006116
-51127 -0.00078324
-50227 -0.00056495
-49327 0.0012799
-48427 0.00015864
-47527 0.00039519
-46627 -0.0012247
-45727 -0.001428
-44827 0.0013584
-43927 0.00079147
-43027 -0.00054477
-42127 -0.00020825
-41227 0.00111
-40327 -0.00035349
-39427 0.0016473
-38527 -0.00055332
-37627 -0.0034751
-36727 -0.0024626
-35827 0.0013148
-34927 0.0028407
-34027 0.0032146
-33127 -0.00039029
-32227 0.00023484
-31327 -0.00069401
-30427 -0.0029691
-29527 -0.0023927
-28627 0.0022332
-27727 0.00012552
-26827 -0.00045827
-25927 -0.00019808
-25027 0.0023053
-24127 -0.00046071
-23227 0.0010795
-22327 -0.0014199
-21427 0.00075616
-20527 0.0013595
-19627 -0.0018488
-18727 0.00087379
-17827 -0.001775
-16927 0.00083657
-16027 -0.00074181
-15127 -0.0020513
-14227 -0.00072679
-13327 0.0025053
-12427 -0.00016648
-11527 0.00137
-10627 0.0021586
-9727 -0.00081752
-8827 0.00036859
-7927 -0.00041068
-7027 -0.001339
-6127 0.00033995
-5227 -0.00068247
-4327 0.0022152
-3427 0.0015814
-2527 -0.002108
-2467 -0.00053009
-2407 -0.00094188
-2347 -0.0013436
-2287 -0.00073533
-2227 -0.0011174
-2167 -0.0024899
-2107 -0.00085303
-2047 -0.001207
-1987 -0.0025521
-1927 -0.0018884
-1867 -0.00021607
-1807 -0.00053541
-1747 -0.0018466
-1687 -0.00014975
-1627 -0.0014452
-1567 -0.00073298
-1507 -0.0010134
-1447 -0.0002867
-1387 0.000447
-1327 0.00018747
-1267 -6.5491e-05
-1207 -0.0003121
-1147 0.00044745
-1087 0.00021294
-1027 0.00098418
-967 -0.00023906
-907 0.001543
-847 0.00033023
-787 0.00012233
-727 0.00091913
-667 0.0007204
-607 0.0015259
-547 0.00033555
-487 0.001149
-427 0.00096609
-367 -0.00021341
-307 0.00061029
-247 0.00043699
-187 0.00026646
-127 9.8489e-05
-67 0.0019329
-7 0.00076937
53 0.0016078
113 0.0014479
173 0.0032895
233 0.0011324
293 0.00097631
353 0.0028211
413 -0.00033356
458 -0.0091993
473 0.0035122
488 0.034224
503 0.012935
518 -0.0053533
533 0.017358
548 -0.0079303
563 -0.022219
578 -0.018507
593 0.0042041
608 0.019916
623 0.021627
638 0.0023384
653 -0.01295
668 0.0027611
683 0.014472
713 -0.001105
773 -0.0032605
833 0.0015831
893 -0.00057435
953 -0.00073316
1013 -0.0018935
1073 -0.0020556
1133 -0.0022197
1193 -0.00038599
1253 -0.00055467
1313 -0.001726
1373 -0.00090009
1433 0.00092274
1493 -0.00025769
1553 -0.0014416
1613 0.00037084
1673 -0.0018206
1733 0.0019838
1793 0.0037839
1853 -0.0014205
1913 0.0013704
1973 0.0021563
2033 -6.286e-05
2093 -0.00028742
2153 -0.00051753
2213 0.00024659
2273 4.7482e-06
2333 0.0017567
2393 0.0025024
2453 0.0012414
2513 0.00097367
2573 0.00069896
2633 0.00041709
2693 0.0011278
2753 -0.00016897
2813 0.00052645
2873 0.00021391
2933 -0.00010678
2993 -0.00043581
3053 0.00022661
3113 -0.00011969
3173 0.0005251
3233 -0.00083922
3293 -0.0012128
3353 0.0014041
3413 1.1317e-05
3473 -0.0023913
3533 -0.00080392
3593 -0.0012268
3653 -0.00065999
3713 -0.0011038
3773 -0.0015583
3833 -0.0010238
3893 -0.0015004
3953 -0.00098819
4013 -0.0014875
4073 -0.00099834
4133 -0.001521
4193 0.00094439
4253 -0.00060234
4313 -0.0011613
4373 -0.00073279
4433 0.00068315
4493 -0.0019137
4553 -0.00052341
4613 -0.0011462
4673 -0.0007823
4733 -0.0024318
4793 -9.4767e-05
4853 -0.00077147
4913 -0.00046203
4973 -0.0021666
5033 -0.00088528
5093 -0.0016183
5153 -0.0013657
5213 -0.00012769
5273 9.5585e-05
5333 -0.000696
5393 -0.00050258
5453 -0.0013243
5513 -0.00016128
5573 -0.0010137
5633 -0.00088159
5693 -0.0027652
5753 -0.00066457
5813 -0.00057989
5873 -0.00051125
5933 -0.00045879
5993 -0.00042262
6053 -0.00040288
6113 -0.00039967
6173 -0.00041312
6233 -0.00044335
6293 -0.00049048
6353 0.0004454
6413 0.00036415
6473 0.00026567
6533 0.0021499
6593 1.6594e-05
6653 -0.00013423
6713 -0.00030271
6773 0.00051105
6833 0.00030693
6893 8.4852e-05
6953 -0.0001553
7013 -0.0014136
7073 0.0023098
7133 1.4862e-05
7193 0.00070147
7253 -0.00063047
7313 1.8945e-05
7373 -0.00035036
7433 0.00026151
7493 0.00085448
7553 0.0014285
7613 -1.6634e-05
7673 -0.00048089
7733 0.0010356
7793 0.0005328
7853 1.0577e-05
7913 0.0024689
7973 0.00090762
8033 0.0013267
8093 0.0017261
8153 0.0021058
8213 0.0024655
8273 0.0038054
8333 0.0051252
8393 0.002425
8453 0.0047047
8513 0.0039641
8573 0.0022033
8633 0.0024222
8693 0.0016207
8753 -0.00020126
8813 0.0029563
8873 0.0020932
8933 0.0022096
8993 0.00030523
9053 0.00038014
9113 0.0014343
9173 -0.00053246
9233 -0.00052009
9293 -0.00052867
9353 -0.00055826
9413 -0.0016089
9473 -0.0016806
9533 -0.0027735
9593 -0.0028876
9653 -0.0030229
9713 -0.0021795
9773 -0.0023575
9833 -0.0025567
9893 -0.0017775
9953 -0.0010196
10013 -0.0022833
10073 -0.0015684
10133 -0.0018752
10193 -0.0012035
10253 -0.0015535
10313 -0.0019251
10373 -0.0013185
10433 -0.0017336
10493 0.0018296
10553 -0.00062904
10613 0.0008905
10673 -0.00061182
10733 0.000864
10793 0.0013179
10853 0.0017499
10913 0.00015992
10973 0.001548
11033 -0.001086
11093 0.00025808
